141,โรงพยาบาลนครนายก
142,ศูนย์การแพทย์สมเด็จพระเทพฯ
143,โรงพยาบาลนครปฐม
144,โรงพยาบาลกรุงเทพคริสเตียน นครปฐม
145,โรงพยาบาลกรุงเทพสนามจันทร์
146,โรงพยาบาลเซนต์แมรี่
147,โรงพยาบาลกรุงเทพราชสีมา
148,โรงพยาบาลกรุงเทพปากช่อง
149,โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี
150,โรงพยาบาลมหาราชนครศรีธรรมราช
151,โรงพยาบาลสิชล
152,โรงพยาบาลนครินทร์
153,โรงพยาบาลค่ายวชิราวุธ
154,โรงพยาบาลนครพัฒน์
155,โรงพยาบาลรวมแพทย์ นครสวรรค์
156,โรงพยาบาลปากน้ำโพ
157,โรงพยาบาลร่มฉัตร
158,โรงพยาบาลปากน้ำโพ 2
159,โรงพยาบาลศรีสวรรค์
160,โรงพยาบาลนนทเวช
161,โรงพยาบาลวิภารามปากเกร็ด
162,โรงพยาบาลเกษมราษฎร์ อินเตอร์เนชันแนล รัตนาธิเบศร์
163,โรงพยาบาลกรุงไทย
164,โรงพยาบาลเวิลด์เมดิคอล
165,โรงพยาบาลสุไหงโก-ลก
166,โรงพยาบาลน่าน
167,โรงพยาบาลเอกชนบุรีรัมย์
168,โรงพยาบาลบางปะกอกรังสิต 2
169,โรงพยาบาลแพทย์รังสิต
170,โรงพยาบาลปทุมเวช
171,โรงพยาบาลภัทร-ธนบุรี
172,โรงพยาบาลเฉพาะทางแม่และเด็กแพทย์รังสิต
173,โรงพยาบาลซานเปาโล หัวหิน
174,โรงพยาบาลกรุงเทพหัวหิน
175,โรงพยาบาลพะเยาราม
176,โรงพยาบาลพังงา
177,โรงพยาบาลตะกั่วป่า
178,โรงพยาบาลพัทลุง
179,โรงพยาบาลปิยะรักษ์
180,โรงพยาบาลสหเวช
181,โรงพยาบาลชัยอรุณเวชการ
182,โรงพยาบาลพิษณุเวช
183,โรงพยาบาลพิษณุโลก ฮอสพิทอล
184,โรงพยาบาลกรุงเทพพิษณุโลก
185,โรงพยาบาลเด็กกรุงเทพพิษณุโลก
186,คณะแพทยศาสตร์ มหาวิทยาลัยนเรศวร
187,โรงพยาบาลมหาชัยเพชรรัชต์
188,โรงพยาบาลกรุงเทพเพชรบุรี
189,โรงพยาบาลเพชรบูรณ์
190,โรงพยาบาลเพชรรัตน์
191,โรงพยาบาลแพร่คริสเตียน
192,โรงพยาบาลแพร่ราม
193,โรงพยาบาลวชิระภูเก็ต
194,โรงพยาบาลมิชชั่นภูเก็ต
195,โรงพยาบาลสิริโรจน์
196,โรงพยาบาลกรุงเทพภูเก็ต
197,โรงพยาบาลดีบุก
198,โรงพยาบาลมหาสารคามอินเตอร์เนชันแนล
199,โรงพยาบาลนายแพทย์หาญ
200,โรงพยาบาลสิโรรส
201,โรงพยาบาลจุรีเวช
202,โรงพยาบาลร้อยเอ็ด-ธนบุรี
203,โรงพยาบาลระนอง
204,โรงพยาบาลมงกุฎระยอง
205,โรงพยาบาลกรุงเทพระยอง
206,โรงพยาบาลดำเนินสะดวก
207,โรงพยาบาลมหาชัยพร้อมแพทย์
208,โรงพยาบาลซานคามิลโล
209,โรงพยาบาลกรุงเทพเมืองราช
210,โรงพยาบาลเบญจรมย์
211,โรงพยาบาลเมืองนารายณ์
212,โรงพยาบาลลำปาง
213,โรงพยาบาลเขลางค์นคร-ราม
214,โรงพยาบาลหริภุญชัยเมโมเรียล
215,โรงพยาบาลศิริเวช ลำพูน
216,โรงพยาบาลเมืองเลยราม
217,โรงพยาบาลประชารักษ์เวชการ
218,โรงพยาบาลรักษ์สกล
219,โรงพยาบาลสงขลา
220,โรงพยาบาลหาดใหญ่
221,โรงพยาบาลราษฎร์ยินดี
222,โรงพยาบาลกรุงเทพหาดใหญ่
223,โรงพยาบาลศิครินทร์หาดใหญ่
224,โรงพยาบาลเปาโลพระประแดง
225,โรงพยาบาลบางปะกอก 3
226,โรงพยาบาลสำโรงการแพทย์
227,โรงพยาบาลเมืองสมุทรปากน้ำ
228,โรงพยาบาลเปาโลเมโมเรียลสมุทรปราการ
229,โรงพยาบาลรวมชัยประชารักษ์
230,โรงพยาบาลรัทรินทร์
231,โรงพยาบาลจุฬารัตน์ 9 แอร์พอร์ต
232,โรงพยาบาลจุฬารัตน์ 3
233,โรงพยาบาลสินแพทย์ เทพารักษ์
234,โรงพยาบาลบางปะกอก สมุทรปราการ
235,โรงพยาบาลพรินซ์ สุวรรณภูมิ
236,โรงพยาบาลสมเด็จพระพุทธเลิศหล้า
237,โรงพยาบาลมหาชัยแม่กลอง
238,โรงพยาบาลสมุทรสาคร
239,โรงพยาบาลเอกชัย
240,โรงพยาบาลมหาชัย 1
241,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล อ้อมน้อย
242,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล สมุทรสาคร
243,โรงพยาบาลมหาชัย 2
244,โรงพยาบาลบ้านแพ้ว(องค์การมหาชน)
245,โรงพยาบาลเกษมราษฎร์ สระบุรี
246,โรงพยาบาลมิตรภาพเมโมเรียล
247,โรงพยาบาลพระพุทธบาท
248,โรงพยาบาลสิงห์บุรี
249,โรงพยาบาลสิงห์บุรีเวชชการ (หมอประเจิด)
250,โรงพยาบาลสุโขทัย
251,โรงพยาบาลรวมแพทย์สุโขทัย
252,โรงพยาบาลพัฒนเวช สุโขทัย
253,โรงพยาบาลเจ้าพระยายมราช
254,โรงพยาบาลศุภมิตร
255,โรงพยาบาลวิภาวดี-ปิยราษฎร์
256,โรงพยาบาลธนบุรี-อู่ทอง
257,โรงพยาบาลพรชัย
258,โรงพยาบาลเกาะสมุย
259,โรงพยาบาลทักษิณ
260,โรงพยาบาลศรีวิชัยสุราษฎร์ธานี
261,โรงพยาบาลบ้านดอนอินเตอร์
262,โรงพยาบาลกรุงเทพสมุย
263,โรงพยาบาลไทยอินเตอร์เนชั่นแนล(เกาะสมุย)
264,โรงพยาบาลเฟิร์สเวสเทอร์น
265,โรงพยาบาลกรุงเทพสุราษฎร์
266,โรงพยาบาลหนองคาย
267,โรงพยาบาลหนองคาย-วัฒนา
268,โรงพยาบาลรวมแพทย์หนองคาย
269,โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ
270,โรงพยาบาลพิสัยเวช
271,โรงพยาบาลราชธานี
272,โรงพยาบาลศุภมิตรเสนา
273,โรงพยาบาลพีรเวช
274,โรงพยาบาลอ่างทอง
275,โรงพยาบาลอ่างทองเวชชการ 2
276,โรงพยาบาลเอกอุดร
277,โรงพยาบาลนอร์ทอีสเทอร์น-วัฒนา
278,โรงพยาบาลกรุงเทพอุดร
279,โรงพยาบาลทัพทัน
280,โรงพยาบาลอุบลรักษ์ ธนบุรี
281,โรงพยาบาลราชเวชอุบลราชธานี
282,โรงพยาบาลมุกดาหาร
283,โรงพยาบาลมุกดาหารอินเตอร์เนชั่นแนล
