14:01:15,0.471,200
14:01:15,0.328,200
14:01:15,0.306,200
14:01:16,0.311,200
14:01:16,0.330,200
14:01:17,0.311,200
14:01:17,0.291,200
14:01:17,0.319,200
14:01:18,0.298,200
14:01:18,0.308,200
14:01:18,0.320,200
14:01:19,0.305,200
14:01:19,0.328,200
14:01:19,0.310,200
14:01:20,0.317,200
14:01:20,0.324,200
14:01:21,0.306,200
14:01:21,0.315,200
14:01:21,0.310,200
14:01:22,0.326,200
14:01:22,0.315,200
14:01:22,0.336,200
14:01:23,0.285,200
14:01:23,0.316,200
14:01:23,0.329,200
14:01:24,0.338,200
14:01:24,0.319,200
14:01:25,0.314,200
14:01:25,0.349,200
14:01:25,0.319,200
14:01:26,0.280,200
14:01:26,0.317,200
14:01:26,0.305,200
14:01:27,0.299,200
14:01:27,0.323,200
14:01:27,0.324,200
14:01:28,0.315,200
14:01:28,0.292,200
14:01:29,0.305,200
14:01:29,0.293,200
14:01:29,0.325,200
14:01:30,0.310,200
14:01:30,0.283,200
14:01:30,0.307,200
14:01:31,0.302,200
14:01:31,0.322,200
14:01:31,0.313,200
14:01:32,0.291,200
14:01:32,0.343,200
14:01:32,0.311,200
14:01:33,0.323,200
14:01:33,0.325,200
14:01:34,0.311,200
14:01:34,1.304,200
14:01:35,0.307,200
14:01:36,0.312,200
14:01:36,0.345,200
14:01:36,0.337,200
14:01:37,0.312,200
14:01:37,0.314,200
14:01:38,0.307,200
14:01:38,0.307,200
14:01:38,0.315,200
14:01:39,0.310,200
14:01:39,0.313,200
14:01:39,0.315,200
14:01:40,0.307,200
14:01:40,0.297,200
14:01:40,0.290,200
14:01:41,0.326,200
14:01:41,0.360,200
14:01:42,0.292,200
14:01:42,0.304,200
14:01:42,0.311,200
14:01:43,0.317,200
14:01:43,0.317,200
14:01:43,0.313,200
14:01:44,0.297,200
14:01:44,0.280,200
14:01:44,0.308,200
14:01:45,0.335,200
14:01:45,0.327,200
14:01:46,0.291,200
14:01:46,0.291,200
14:01:46,0.324,200
14:01:47,0.296,200
14:01:47,0.302,200
14:01:47,0.314,200
