00030003,00770198
00030002,00763309
00030006,00763309
00030001,99825193
00030004,00763309
34877,29312278
00030015,72110427
00030008,00763309
37664,04126988
00033582,72133509
00032814,16211601
00031664,90282854
00033299,41115019
00032574,09912706
00030009,00770198
34759,65514720
34749,13801364
34820,09414729
34878,04126988
00030017,63210437
36358,99439631
35934,72110427
00033589,45600250
00032826,01769762
34874,06213059
00033276,07415757
35931,04126360
00033312,13801364
00033290,24423496
00032913,45600551
34229,99439631
34883,67411852
00030012,01728228
34875,72216837
00032848,70112469
00030016,11615725
34754,39126599
00030014,63210437
34872,99439631
34742,17212658
00032846,21123863
34894,70110373
34273,72613247
00031643,20213714
34880,65517066
00030063,30413584
00030033,99459969
00030052,45313936
00030032,90404559
00030065,47117907
00030140,16211601
34881,11615725
00032075,72613247
00031659,99439631
00030141,98794926
34884,72315457
34913,01769762
00033309,45600250
00030022,04126360
00030019,01769490
00030143,57303253
00030036,65510933
00030038,01766015
00030055,45117073
35930,59117090
34761,41115019
34886,49411083
00032850,99444004
37665,66215147
35935,39125381
00033281,25210680
34911,47118487
00033302,14236741
00033466,09912706
00030027,06213059
00032861,11615725
00030031,72315457
00030043,41122691
00033303,00775258
00033311,72133509
34885,45417111
34750,14236741
36884,45600551
37677,01766015
36885,20411501
00031610,72110427
34740,10112713
34917,01728228
00032298,00770198
00032101,70110373
00032863,53512172
00030044,99439631
00030020,04126988
00031630,09700550
34887,30714487
00030023,65114676
00032855,72110427
34259,20411501
34268,01769186
00031620,19214791
00032852,70110373
34262,01766015
00030029,47117907
00030026,16211601
00033293,06213059
34888,09700550
00032859,70119615
00032054,63210437
00032853,65517066
00033289,63315024
00033476,13801364
34263,45118388
00030053,67411852
00030024,63314777
00030028,39125187
00033113,65514393
00031677,17212658
34897,70119615
00032123,29312278
00030775,63613199
00030035,72314278
00033845,53512172
00033839,09414729
00030041,30413584
00030046,70119615
00030045,09700550
00032211,70110373
34286,04126988
00032880,45118388
34903,17212658
00030050,45118388
35244,04126988
34285,99439631
00032865,20213714
00032575,09414729
00030047,70111756
00031612,00775258
00030621,09912706
00030057,45417111
00030048,20411501
34873,66215147
00032890,90404559
00033982,30413584
00033452,99439631
00032083,11615725
34889,01769490
00030049,53223474
00032899,30413584
00032299,47118487
00030042,70110373
00030056,49411083
00031627,65514720
00032909,63314777
34912,72110427
37663,39126586
00033962,49411083
00032595,70111756
00032900,63613199
00033485,19214791
00031632,13211213
00030060,20213714
00031687,63315024
00031878,04126988
00031690,07415757
00031691,65425329
00032300,47118487
34906,99459969
00033147,41122691
34896,01766015
34915,53223474
00030040,47118487
00030039,59117090
00030684,17212658
00030758,01728228
00030788,14227109
00032318,57303253
00032322,01769050
00031496,11615725
34758,10112645
37692,27222188
34909,20213714
00032302,37131355
00030809,37131355
00030807,41115019
00031636,01769186
00030683,63315024
00032346,45600250
00032303,45118388
00032885,09700550
00031629,53511786
00030076,98794926
00030732,72127795
00030089,67411852
00033697,72222023
34900,01769186
00030074,16211601
34302,72110427
00030883,45313936
00031637,29312278
00031644,80032445
34282,13801364
00030066,70111756
00032334,21911086
00030061,66215147
00030080,41122691
34763,99455389
00032311,98764356
00032904,06213059
00033889,90282854
00033275,65514720
00033505,98764356
00031646,59117090
00033840,59119267
00033848,98794926
36064,99825193
00030081,30714487
00030067,65510933
00030083,01769490
00032308,70119615
37693,98764356
00033853,11615725
34291,45417111
00033844,72314278
00032321,72133509
00032515,01769762
00032118,70112469
00031634,01769050
34753,24423496
00030092,99825193
34756,19214791
00030764,13801364
00030075,53223474
34305,80032445
00032307,27225880
00030064,72315457
00030062,70110373
37701,24423496
00032338,06213059
00031614,32113383
00030069,90404559
00030072,11114350
37695,13211213
34306,21120161
00030084,45417111
00030070,47118487
00030079,06213059
37694,14227109
00032995,70111756
34333,69127562
00032326,70112469
00032869,72133868
00031623,09912706
00030090,63210437
34322,65425329
00031648,70111756
37696,47118487
34311,63613199
00030091,11615725
00032313,19214791
00031502,45313936
34307,72127795
00030071,72314278
37691,65425329
00032345,65514393
00031618,69127562
00030078,49411083
00030103,57303253
34327,32300206
35936,01769490
37705,17212658
34309,27131086
34315,37131355
34308,99455389
34901,72222023
35944,80032445
00032350,30413584
00031626,70112469
00030077,72110427
37690,90327874
34329,59119267
34325,65514393
00031692,98764356
00031686,13801364
00030068,01728228
00031688,09414729
34757,21911086
00031693,00775258
00030703,70112469
00030730,01728228
00032355,80032445
00030088,04126988
34310,09414729
